reporting_jurisdiction,partner_jurisdiction,year,admin_support,dormant,regulated_finance,holding_equity,internal_group_finance,insurance,ip_management,manufacturing,other_activity,purchasing,research_development,sales_marketing,services_unrelated,tangible_assets,num_mne_groups,accumulated_earnings,num_employees,num_entities,profit_before_tax,adjusted_profit_before_tax,related_party_revenues,stated_capital,num_subgroups,income_tax_accrued,income_tax_paid,total_revenues,unrelated_party_revenues,profit_positive_panel,profit_negative_panel
DEU,ITA,2019,124.0,19.0,39.0,64.0,17.0,26.0,49.0,224.0,91.0,146.0,96.0,460.0,188.0,26739248000.0,261.0,15526233000.0,142217.0,876.0,4257706000.0,,15830772000.0,33234228000.0,261.0,1506162000.0,1445444000.0,99798295000.0,84238322000.0,5034149000.0,-776443000.0
DEU,ITA,2020,140.0,26.0,33.0,77.0,21.0,25.0,52.0,252.0,124.0,174.0,107.0,532.0,217.0,28825062000.0,279.0,18347238000.0,151765.0,996.0,2206482000.0,,14585335000.0,31605699000.0,279.0,1149350000.0,1502368000.0,95240591000.0,80754319000.0,3767310000.0,-1560828000.0
DEU,ITA,2021,155.0,23.0,47.0,82.0,23.0,33.0,53.0,277.0,134.0,205.0,111.0,541.0,262.0,32188727000.0,286.0,20973652000.0,165354.0,1102.0,5883855000.0,,17670892000.0,33463375000.0,286.0,1666591000.0,1149447000.0,113000000000.0,95044299000.0,6152241000.0,-268385000.0
DEU,JAM,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1106360.149,3.0,2493539.542,94.0,3.0,226685.413,,135334.575,528932.63,3.0,-20300.186,63156.135,11774108.01,11638773.44,,
DEU,JAM,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,173804000.0,5.0,107301000.0,1705.0,6.0,27011000.0,,1280000.0,79556000.0,5.0,3886000.0,-3258000.0,119763000.0,118483000.0,,
DEU,JAM,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,166090000.0,5.0,124791000.0,1713.0,8.0,-40963000.0,,7233000.0,78865000.0,5.0,7005000.0,5955000.0,144414000.0,137181000.0,,
DEU,JAM,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,191975000.0,5.0,87908000.0,448.0,8.0,16632000.0,,2619000.0,73206000.0,5.0,2590000.0,-7222000.0,79565000.0,76946000.0,,
DEU,JAM,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,195773000.0,4.0,74528000.0,1292.0,6.0,-10362000.0,,286000.0,69898000.0,4.0,3826000.0,54000.0,47277000.0,46991000.0,,
DEU,JEY,2017,4.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6161106.52,8.0,190478902.9,88.0,35.0,-5726908.092,,14083818.09,631053844.6,8.0,-542466.088,0.0,25530867.54,11447049.46,1958967.971,-7685876.063
DEU,JEY,2018,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,313000.0,8.0,167410000.0,52.0,28.0,-9838000.0,,15397000.0,646257000.0,8.0,0.0,0.0,20721000.0,5324000.0,8783000.0,-18621000.0
DEU,JEY,2019,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,8.0,161786000.0,23.0,28.0,-11740000.0,,5855000.0,629112000.0,8.0,0.0,53000.0,4997000.0,-858000.0,,
DEU,JEY,2020,3.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,794985000.0,9.0,25516000.0,14.0,30.0,-8633000.0,,-31065000.0,947773000.0,9.0,227000.0,0.0,5213000.0,-29123000.0,2005000.0,-10638000.0
DEU,JEY,2021,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,599301000.0,8.0,138657000.0,0.0,26.0,13685000.0,,36487000.0,84255000.0,8.0,0.0,58000.0,4925000.0,-31562000.0,18262000.0,-4577000.0
DEU,JOR,2017,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,3.0,62487356.57,10.0,5640068.407,728.0,11.0,-7512196.692,,4673553.985,21253167.19,10.0,711634.306,1651081.813,93705659.62,89033233.43,,
DEU,JOR,2018,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,3.0,47266000.0,10.0,8147000.0,721.0,12.0,-4205000.0,,5595000.0,8964000.0,10.0,1072000.0,970000.0,111239000.0,105643000.0,,
DEU,JOR,2019,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,5.0,3.0,48206000.0,10.0,9438000.0,940.0,13.0,1548000.0,,6809000.0,11338000.0,10.0,1413000.0,4215000.0,96515000.0,89706000.0,8986000.0,-7438000.0
DEU,JOR,2020,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,11.0,7.0,39330000.0,14.0,-8659000.0,1142.0,20.0,-11889000.0,,6426000.0,22458000.0,14.0,1569000.0,-253000.0,94391000.0,87965000.0,3412000.0,-15301000.0
DEU,JOR,2021,5.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,10.0,5.0,26743000.0,15.0,-28470000.0,1541.0,19.0,-21412000.0,,30200000.0,42324000.0,15.0,1166000.0,2375000.0,135955000.0,105755000.0,5606000.0,-27019000.0
DEU,JPN,2017,58.0,6.0,20.0,22.0,89.0,10.0,19.0,76.0,19.0,62.0,41.0,197.0,69.0,11592361572.0,131.0,8557841240.0,57000.0,399.0,4023874719.0,,5997470102.0,4972190024.0,131.0,1040403717.0,1093309385.0,46448135449.0,40450665347.0,4096719682.0,-72844962.7
DEU,JPN,2018,64.0,5.0,18.0,20.0,9.0,9.0,20.0,74.0,20.0,68.0,45.0,214.0,68.0,12267549000.0,142.0,9909271000.0,59067.0,334.0,3876088000.0,,5377927000.0,4794307000.0,142.0,1113898000.0,1136962000.0,48282039000.0,42904111000.0,3928832000.0,-52744000.0
DEU,JPN,2019,68.0,6.0,13.0,26.0,10.0,11.0,22.0,76.0,21.0,63.0,45.0,225.0,72.0,15752164000.0,147.0,9007219000.0,62574.0,344.0,2171488000.0,,5832054000.0,7136172000.0,147.0,1005046000.0,1058239000.0,51481766000.0,46000304000.0,2904682000.0,-733194000.0
DEU,JPN,2020,78.0,9.0,14.0,23.0,7.0,9.0,20.0,81.0,24.0,67.0,51.0,243.0,80.0,14390069000.0,166.0,9745319000.0,61171.0,370.0,2410134000.0,,4593846000.0,4404165000.0,166.0,924908000.0,962250000.0,48100118000.0,43023828000.0,2638249000.0,-228115000.0
DEU,JPN,2021,88.0,8.0,15.0,28.0,7.0,9.0,23.0,84.0,18.0,67.0,55.0,273.0,85.0,15031686000.0,171.0,11765894000.0,63944.0,400.0,3520078000.0,,6601097000.0,5682797000.0,171.0,1126256000.0,753788000.0,52482827000.0,45881730000.0,3770547000.0,-250470000.0
DEU,KAZ,2017,6.0,2.0,0.0,0.0,0.0,0.0,3.0,20.0,8.0,5.0,2.0,42.0,16.0,369767892.1,46.0,-451841545.0,5083.0,74.0,-7996017.797,,46348708.52,488165344.9,46.0,5742697.126,12527470.48,813073208.8,766724500.3,40906003.04,-48902020.83
DEU,KAZ,2018,6.0,2.0,0.0,0.0,0.0,0.0,3.0,19.0,7.0,6.0,2.0,45.0,18.0,389948000.0,45.0,-477090000.0,5000.0,75.0,9293000.0,,64321000.0,524931000.0,45.0,10975000.0,12198000.0,883166000.0,818845000.0,48643000.0,-39350000.0
DEU,KAZ,2019,5.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,6.0,2.0,41.0,16.0,195147000.0,43.0,-301941000.0,3569.0,57.0,27277000.0,,32722000.0,325117000.0,43.0,10736000.0,13153000.0,683527000.0,650804000.0,40809000.0,-13532000.0
DEU,KAZ,2020,7.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,8.0,3.0,49.0,21.0,151979000.0,49.0,56169000.0,2619.0,72.0,41058000.0,,30070000.0,81972000.0,49.0,10651000.0,13997000.0,634333000.0,604263000.0,44545000.0,-3487000.0
DEU,KAZ,2021,7.0,6.0,0.0,0.0,0.0,0.0,2.0,15.0,6.0,7.0,3.0,50.0,19.0,292135000.0,53.0,-53891000.0,3936.0,81.0,92307000.0,,37048000.0,365793000.0,53.0,17135000.0,20941000.0,894643000.0,857595000.0,99694000.0,-7386000.0
DEU,KEN,2017,6.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,3.0,1.0,18.0,12.0,107150021.8,27.0,4503257.978,1634.0,39.0,-4565286.325,,63307258.54,77836552.93,27.0,4299128.328,3257052.101,301086723.2,237779464.6,9497103.79,-14062390.11
DEU,KEN,2018,7.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,9.0,4.0,2.0,20.0,11.0,152416000.0,28.0,569000.0,2166.0,45.0,4809000.0,,102618000.0,67908000.0,28.0,5991000.0,6926000.0,393488000.0,290870000.0,18914000.0,-14105000.0
DEU,KEN,2019,8.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,11.0,5.0,2.0,25.0,11.0,158824000.0,33.0,-36683000.0,2382.0,52.0,-14091000.0,,72745000.0,103009000.0,33.0,4725000.0,9502000.0,393435000.0,320690000.0,11248000.0,-25338000.0
DEU,KEN,2020,12.0,5.0,0.0,1.0,0.0,1.0,1.0,7.0,11.0,6.0,2.0,29.0,14.0,142038000.0,40.0,-70309000.0,2140.0,62.0,-17058000.0,,63593000.0,106859000.0,40.0,4784000.0,9388000.0,391024000.0,327432000.0,11985000.0,-29043000.0
DEU,KEN,2021,9.0,3.0,0.0,1.0,0.0,3.0,1.0,7.0,9.0,7.0,2.0,30.0,14.0,165663000.0,40.0,-71011000.0,3033.0,60.0,510000.0,,74118000.0,145612000.0,40.0,8551000.0,8143000.0,444209000.0,370091000.0,22264000.0,-21754000.0
DEU,KGZ,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12325000.0,3.0,-94000.0,89.0,3.0,226000.0,,0.0,2052000.0,3.0,0.0,0.0,3885000.0,3885000.0,,
DEU,KGZ,2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7880000.0,4.0,-1776000.0,112.0,4.0,2356000.0,,52000.0,1586000.0,4.0,-237000.0,-241000.0,4662000.0,4609000.0,,
DEU,KGZ,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6871000.0,5.0,-2730000.0,115.0,5.0,-1013000.0,,0.0,5308000.0,5.0,5000.0,10000.0,4035000.0,4035000.0,,
DEU,KHM,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,7.0,4596864.392,10.0,7243783.119,358.0,12.0,4054398.305,,7724220.859,6661844.447,10.0,611261.163,110523.236,39530101.52,31807008.45,4653253.798,-598855.494
DEU,KHM,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,7.0,5328000.0,10.0,7607000.0,436.0,12.0,4657000.0,,11588000.0,7100000.0,10.0,1581000.0,1160000.0,49616000.0,38027000.0,5227000.0,-571000.0
DEU,KHM,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,7.0,4617000.0,10.0,9248000.0,333.0,12.0,4443000.0,,13779000.0,8357000.0,10.0,1360000.0,1825000.0,49040000.0,35261000.0,5245000.0,-802000.0
DEU,KHM,2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,9.0,7962000.0,16.0,384000.0,652.0,18.0,-3053000.0,,18576000.0,10564000.0,16.0,3157000.0,2049000.0,62935000.0,44359000.0,6213000.0,-9266000.0
DEU,KHM,2021,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,7.0,9362000.0,14.0,-10040000.0,513.0,16.0,-4016000.0,,38135000.0,9521000.0,14.0,2986000.0,2090000.0,109469000.0,71334000.0,8199000.0,-12215000.0
DEU,KOR,2017,41.0,3.0,10.0,6.0,3.0,5.0,5.0,58.0,18.0,38.0,26.0,151.0,52.0,9517679156.0,120.0,4632861134.0,25948.0,231.0,1947450999.0,,2684865413.0,4290506387.0,120.0,515599918.8,454845972.6,26765987264.0,24081120723.0,2016265247.0,-68814247.94
DEU,KOR,2018,41.0,2.0,9.0,9.0,4.0,5.0,6.0,62.0,17.0,41.0,33.0,168.0,57.0,9362015000.0,123.0,5144113000.0,29114.0,247.0,2088289000.0,,5926196000.0,6476040000.0,123.0,573664000.0,610538000.0,31539880000.0,25613684000.0,2136618000.0,-48328000.0
DEU,KOR,2019,40.0,6.0,9.0,13.0,6.0,5.0,7.0,68.0,15.0,40.0,33.0,179.0,63.0,9003262000.0,128.0,3907312000.0,30179.0,256.0,648447000.0,,2745800000.0,4297539000.0,128.0,368924000.0,404119000.0,27082913000.0,24351059000.0,1121398000.0,-472951000.0
DEU,KOR,2020,43.0,7.0,10.0,14.0,3.0,7.0,7.0,77.0,20.0,47.0,33.0,189.0,69.0,10455712000.0,146.0,4098871000.0,29499.0,288.0,1264553000.0,,3591933000.0,4402025000.0,146.0,460635000.0,445790000.0,30843404000.0,27276783000.0,1478600000.0,-214047000.0
DEU,KOR,2021,49.0,11.0,12.0,15.0,4.0,7.0,8.0,85.0,17.0,53.0,40.0,208.0,70.0,10973933000.0,150.0,4019758000.0,33388.0,312.0,2083983000.0,,4998487000.0,4669040000.0,150.0,626992000.0,615669000.0,37390624000.0,32392138000.0,2179222000.0,-95239000.0
DEU,KWT,2017,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,5.0,11.0,72785189.93,11.0,20692656.49,3164.0,20.0,3836735.197,,26023710.95,42135292.09,11.0,581938.672,894335.982,262364117.9,236340407.0,9634693.941,-5799086.532
DEU,KWT,2018,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,6.0,10.0,44490000.0,11.0,23056000.0,2339.0,22.0,21516000.0,,50652000.0,53832000.0,11.0,326000.0,1750000.0,483873000.0,433221000.0,,
DEU,KWT,2019,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,2.0,9.0,13.0,45098000.0,9.0,104616000.0,5073.0,20.0,52324000.0,,50119000.0,35359000.0,9.0,669000.0,1690000.0,456613000.0,406494000.0,,
DEU,KWT,2020,3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,2.0,9.0,14.0,25634000.0,12.0,95052000.0,2988.0,23.0,35011000.0,,113293000.0,27076000.0,12.0,450000.0,1441000.0,529492000.0,416199000.0,49831000.0,-14820000.0
DEU,KWT,2021,5.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,2.0,13.0,16.0,53985000.0,13.0,209271000.0,2815.0,27.0,89599000.0,,190521000.0,62953000.0,13.0,587000.0,625000.0,677370000.0,486849000.0,90843000.0,-1244000.0
DEU,LAO,2017,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,893208.194,4.0,14935298.12,143.0,4.0,3491632.031,,-1638676.144,416153.818,4.0,739829.009,72178.44,18534070.03,20172746.17,3491632.031,
DEU,LAO,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1081000.0,3.0,15473000.0,148.0,3.0,2561000.0,,-1827000.0,522000.0,3.0,397000.0,147000.0,19195000.0,21022000.0,,
DEU,LAO,2019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1328000.0,5.0,12534000.0,149.0,5.0,2302000.0,,2909000.0,2584000.0,5.0,623000.0,154000.0,19162000.0,21049000.0,,
DEU,LAO,2020,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,9904000.0,5.0,4209000.0,339.0,5.0,-2414000.0,,-893000.0,3995000.0,5.0,906000.0,804000.0,23887000.0,24780000.0,,
DEU,LAO,2021,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,8878000.0,6.0,-5834000.0,396.0,7.0,-8588000.0,,1858000.0,5917000.0,6.0,333000.0,620000.0,32332000.0,30475000.0,,
DEU,LBN,2017,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,9.0,5.0,53346633.83,12.0,28626645.94,1178.0,17.0,25339143.56,,18000626.24,44399890.64,12.0,6533276.601,6621244.074,318539244.4,300538618.1,27441340.63,-2101069.274
DEU,LBN,2018,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,9.0,5.0,42457000.0,13.0,44285000.0,1135.0,18.0,23937000.0,,16234000.0,53471000.0,13.0,4828000.0,5026000.0,332786000.0,316552000.0,26237000.0,-2301000.0
DEU,LBN,2019,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,9.0,6.0,72064000.0,14.0,-69571000.0,1244.0,20.0,-88181000.0,,12688000.0,52778000.0,14.0,7379000.0,3751000.0,346831000.0,324735000.0,12048000.0,-100229000.0
DEU,LBN,2020,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,11.0,9.0,44845000.0,16.0,-76198000.0,1027.0,25.0,-70547000.0,,28958000.0,45639000.0,16.0,14583000.0,9372000.0,379661000.0,350702000.0,16852000.0,-87399000.0
DEU,LBN,2021,2.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,8.0,25895000.0,15.0,-32700000.0,941.0,25.0,21517000.0,,28320000.0,42717000.0,15.0,9701000.0,7643000.0,303581000.0,275260000.0,65708000.0,-44191000.0
DEU,LBR,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,20433265.23,4.0,12656038.32,77.0,4.0,8630962.511,,27066.915,7070103.748,4.0,2092046.969,1778521.871,35236612.14,35209545.22,,
DEU,LBR,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,23124000.0,4.0,14649000.0,63.0,4.0,11540000.0,,17000.0,11784000.0,4.0,4952000.0,2155000.0,44321000.0,44304000.0,,
DEU,LBR,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,262000.0,3.0,-1135000.0,16.0,3.0,347000.0,,116000.0,655000.0,3.0,41000.0,26000.0,2515000.0,2399000.0,347000.0,
DEU,LBR,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,31233000.0,5.0,20387000.0,63.0,11.0,19107000.0,,0.0,8159000.0,5.0,4552000.0,3476000.0,67286000.0,67286000.0,,
DEU,LBY,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,4212288.642,5.0,109395.448,20.0,6.0,40806757.68,,853735.61,674417.298,5.0,28424771.87,28317632.0,60222758.02,59369022.41,,
DEU,LBY,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,26258000.0,6.0,484000.0,17.0,10.0,94534000.0,,1349000.0,706000.0,6.0,61694000.0,61491000.0,152274000.0,150925000.0,94755000.0,-222000.0
DEU,LBY,2019,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,29889000.0,5.0,34677000.0,17.0,9.0,76168000.0,,598000.0,669000.0,5.0,50904000.0,50820000.0,120161000.0,119563000.0,,
DEU,LBY,2020,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,13000.0,5.0,991000.0,13.0,10.0,-3333000.0,,206000.0,700000.0,5.0,138000.0,66000.0,4808000.0,4602000.0,,
DEU,LBY,2021,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,20654000.0,9.0,6245000.0,71.0,13.0,126038000.0,,663000.0,217000.0,9.0,275000.0,87605000.0,159337000.0,158674000.0,127541000.0,-1502000.0
DEU,LIE,2017,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,243662007.5,9.0,116915539.2,2870.0,10.0,-1787544.176,,579618811.7,850389462.3,9.0,10233549.44,8107668.821,1225676749.0,646056810.0,39049663.78,-40837207.96
DEU,LIE,2018,2.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,255226000.0,9.0,504338000.0,2869.0,11.0,-12545000.0,,722138000.0,919044000.0,9.0,8696000.0,9217000.0,1359639000.0,637501000.0,30939000.0,-43484000.0
DEU,LIE,2019,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2403000.0,6.0,-166792000.0,38.0,7.0,-41779000.0,,-125021000.0,871069000.0,6.0,1136000.0,1010000.0,258189000.0,133083000.0,,
DEU,LIE,2020,5.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,316033000.0,7.0,-201746000.0,2688.0,10.0,-73228000.0,,614163000.0,942700000.0,7.0,13611000.0,8415000.0,1297176000.0,683013000.0,,
DEU,LIE,2021,4.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,376163000.0,7.0,-147651000.0,2715.0,10.0,210551000.0,,493343000.0,958710000.0,7.0,23273000.0,13604000.0,1432645000.0,939302000.0,,
DEU,LKA,2017,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,9.0,7.0,50111009.7,15.0,50921889.36,2304.0,22.0,21332112.36,,32508492.67,121169556.0,15.0,5894948.523,1193199.835,205445779.1,172937286.5,21862172.78,-530060.418
DEU,LKA,2018,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,11.0,4.0,34248000.0,17.0,81035000.0,4207.0,24.0,27323000.0,,29975000.0,113923000.0,17.0,8342000.0,6137000.0,330068000.0,300093000.0,29169000.0,-1847000.0
DEU,LKA,2019,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,12.0,6.0,23144000.0,18.0,65595000.0,3949.0,27.0,-2379000.0,,40658000.0,104172000.0,18.0,2194000.0,3141000.0,242803000.0,209771000.0,13556000.0,-15934000.0
DEU,LKA,2020,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,3.0,0.0,13.0,11.0,19967000.0,22.0,66200000.0,3894.0,32.0,28435000.0,,53488000.0,107864000.0,22.0,6190000.0,3571000.0,234302000.0,184655000.0,30835000.0,-2400000.0
DEU,LKA,2021,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0,4.0,0.0,16.0,11.0,55429000.0,25.0,127927000.0,4336.0,36.0,48417000.0,,129094000.0,169818000.0,25.0,11065000.0,8565000.0,316543000.0,187450000.0,52793000.0,-4376000.0
DEU,LSO,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1633037.203,3.0,1980395.945,20.0,4.0,-319164.039,,1127.788,1122149.183,3.0,198490.71,407131.513,7300172.525,7299044.737,,
DEU,LSO,2018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2398000.0,4.0,2592000.0,122.0,5.0,429000.0,,111000.0,12000.0,4.0,204000.0,172000.0,8280000.0,8168000.0,,
DEU,LSO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,993000.0,3.0,450000.0,146.0,3.0,-780000.0,,44000.0,11000.0,3.0,3000.0,36000.0,1087000.0,1043000.0,,
DEU,LSO,2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1042000.0,3.0,-431000.0,72.0,3.0,-263000.0,,57000.0,3000.0,3.0,18000.0,22000.0,974000.0,917000.0,,
DEU,LSO,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1570000.0,3.0,-437000.0,163.0,3.0,-6000.0,,1000.0,3000.0,3.0,8000.0,33000.0,873000.0,872000.0,,
DEU,LTU,2017,9.0,0.0,1.0,12.0,8.0,3.0,3.0,12.0,7.0,10.0,3.0,63.0,15.0,525015821.9,65.0,143629456.5,6635.0,107.0,61704671.61,,232770957.6,379604460.1,65.0,8224958.786,11859819.91,1480527543.0,1247757713.0,63593716.72,-1889045.107
DEU,LTU,2018,12.0,1.0,1.0,12.0,8.0,4.0,3.0,12.0,9.0,11.0,3.0,67.0,14.0,793643000.0,66.0,230995000.0,9228.0,114.0,95964000.0,,258455000.0,439857000.0,66.0,12199000.0,11208000.0,2442606000.0,2184208000.0,104402000.0,-8438000.0
DEU,LTU,2019,10.0,3.0,1.0,13.0,8.0,3.0,2.0,9.0,8.0,10.0,3.0,66.0,14.0,921756000.0,67.0,191970000.0,13411.0,112.0,173198000.0,,260816000.0,325472000.0,67.0,9590000.0,9486000.0,2438472000.0,2177657000.0,175063000.0,-1865000.0
DEU,LTU,2020,14.0,2.0,1.0,13.0,8.0,3.0,2.0,11.0,10.0,13.0,3.0,82.0,20.0,984451000.0,81.0,189632000.0,8343.0,136.0,-4957000.0,,365300000.0,312696000.0,81.0,7283000.0,9812000.0,2078548000.0,1713249000.0,67515000.0,-72473000.0
DEU,LTU,2021,18.0,0.0,1.0,13.0,8.0,5.0,2.0,19.0,9.0,16.0,4.0,83.0,21.0,1744452000.0,82.0,208422000.0,15285.0,143.0,2014000.0,,469472000.0,437258000.0,82.0,14271000.0,11495000.0,3554880000.0,3085408000.0,156514000.0,-154500000.0
DEU,LUX,2017,39.0,13.0,79.0,143.0,43.0,27.0,10.0,21.0,107.0,26.0,8.0,55.0,61.0,12408454997.0,119.0,45648398334.0,12521.0,497.0,9266006470.0,,3395106901.0,115637000000.0,119.0,489523201.8,365408991.0,16471942147.0,13076835246.0,9382014139.0,-116007669.8
DEU,LUX,2018,40.0,7.0,83.0,136.0,42.0,25.0,6.0,19.0,120.0,27.0,6.0,57.0,53.0,10724165000.0,113.0,45862455000.0,12529.0,483.0,7993061000.0,,4118860000.0,158039000000.0,113.0,450998000.0,432636000.0,17416012000.0,13297152000.0,8239572000.0,-246511000.0
DEU,LUX,2019,35.0,6.0,88.0,140.0,40.0,22.0,5.0,19.0,100.0,24.0,6.0,56.0,45.0,8045318000.0,104.0,37014196000.0,12271.0,456.0,3135285000.0,,3434856000.0,164433000000.0,104.0,478861000.0,726952000.0,14945094000.0,13638625000.0,3552826000.0,-417540000.0
DEU,LUX,2020,48.0,21.0,81.0,152.0,44.0,23.0,7.0,21.0,155.0,25.0,5.0,66.0,58.0,11861078000.0,128.0,41738292000.0,14219.0,568.0,1158151000.0,,4071138000.0,188927000000.0,128.0,332870000.0,383600000.0,16668328000.0,13880661000.0,2808029000.0,-1649878000.0
